Price per cubic foot (LKR),Size (cu.ft),Wood Species,Wood Grade,Location,Building Type
198,10.53,ginisapu,B,Indoor,Door/window
1033,29.25,kempas,C,Semi,Door/window
225,2.98,mango,C,Indoor,Structural Framing
450,10.69,ginisapu,A,Indoor,Roofing Components
2557,15.74,thulan,B,Indoor,Structural Framing
855,25.72,microo,B,Indoor,Door/window
600,11.73,mahoganii,C,Semi,Structural Framing
514,7.0,mahoganii,C,Semi,Door/window
581,25.38,mahoganii,C,Semi,Structural Framing
2000,4.07,microo,A,Indoor,Structural Framing
1239,10.52,kempas,B,Semi,Door/window
364,2.96,ginisapu,B,Indoor,Roofing Components
1500,25.66,thulan,A,Indoor,Door/window
794,12.45,kempas,C,Semi,Roofing Components
1200,14.91,kempas,A,Semi,Roofing Components
1200,25.73,teak,A,Semi,Structural Framing
500,26.11,burutha,A,Semi,Door/window
200,10.85,mango,A,Indoor,Door/window
285,24.48,lunumidella,C,Semi,Roofing Components
600,1.1,pinewood,A,Indoor,Roofing Components
1200,11.27,teak,A,Semi,Door/window
1200,18.34,teak,A,Semi,Door/window
510,28.93,burutha,B,Semi,Structural Framing
600,5.43,pinewood,A,Indoor,Roofing Components
1024,7.43,kempas,B,Semi,Roofing Components
2173,28.85,kempas,B,Semi,Structural Framing
452,10.58,burutha,B,Semi,Structural Framing
344,1.85,burutha,C,Semi,Door/window
1500,3.41,kempas,A,Semi,Door/window
1384,29.79,kubuk,C,Outdoor,Structural Framing
450,20.1,ginisapu,A,Indoor,Roofing Components
503,2.19,pinewood,B,Indoor,Roofing Components
1139,20.34,microo,C,Indoor,Structural Framing
456,17.04,pinewood,B,Indoor,Roofing Components
1050,9.01,mahoganii,A,Semi,Structural Framing
719,6.29,kempas,C,Semi,Roofing Components
400,1.12,mango,A,Indoor,Structural Framing
500,29.25,lunumidella,A,Semi,Roofing Components
281,26.2,ginisapu,C,Indoor,Roofing Components
500,12.93,lunumidella,A,Semi,Roofing Components
1045,19.44,kempas,B,Semi,Roofing Components
152,11.92,ginisapu,C,Indoor,Door/window
453,13.02,mahoganii,C,Semi,Door/window
483,29.95,burutha,B,Semi,Structural Framing
922,4.21,kempas,C,Semi,Door/window
947,22.46,teak,B,Semi,Door/window
200,22.08,mango,A,Indoor,Door/window
570,20.3,jak,C,Semi,Structural Framing
1500,14.97,kempas,A,Semi,Door/window
2272,20.22,kempas,B,Semi,Structural Framing
524,1.21,jak,C,Semi,Door/window
303,24.21,ginisapu,C,Indoor,Roofing Components
177,25.34,mango,B,Indoor,Door/window
589,5.49,jak,C,Semi,Door/window
222,25.75,mango,C,Indoor,Structural Framing
2000,1.37,microo,A,Indoor,Structural Framing
2333,6.42,thulan,B,Indoor,Structural Framing
1269,26.9,microo,C,Indoor,Structural Framing
1805,27.19,thulan,C,Indoor,Structural Framing
152,26.84,ginisapu,C,Indoor,Door/window
341,28.09,ginisapu,B,Indoor,Roofing Components
1052,18.17,teak,B,Semi,Door/window
450,4.78,ginisapu,A,Indoor,Roofing Components
933,13.62,kempas,C,Semi,Door/window
945,18.16,kempas,B,Semi,Roofing Components
1200,1.86,kempas,A,Semi,Roofing Components
1500,24.75,kempas,A,Semi,Door/window
3000,29.73,thulan,A,Indoor,Structural Framing
750,26.62,mahoganii,A,Semi,Door/window
2000,29.7,kubuk,A,Outdoor,Structural Framing
600,15.48,burutha,A,Semi,Structural Framing
850,12.11,jak,A,Semi,Door/window
600,18.04,burutha,A,Semi,Structural Framing
1200,5.53,kempas,A,Semi,Roofing Components
839,7.13,kempas,C,Semi,Roofing Components
347,2.29,lunumidella,C,Outdoor,Roofing Components
315,2.63,burutha,C,Semi,Door/window
972,17.07,teak,B,Semi,Door/window
500,19.4,burutha,A,Semi,Door/window
906,17.34,teak,B,Semi,Structural Framing
432,4.24,lunumidella,B,Semi,Roofing Components
1050,12.75,mahoganii,A,Semi,Structural Framing
1333,2.53,kubuk,C,Outdoor,Structural Framing
1200,7.52,kempas,A,Semi,Roofing Components
159,4.65,mango,B,Indoor,Door/window
600,27.46,pinewood,A,Indoor,Roofing Components
948,26.23,teak,B,Semi,Door/window
500,5.21,burutha,A,Semi,Door/window
411,23.9,lunumidella,B,Outdoor,Roofing Components
1011,12.13,teak,B,Semi,Structural Framing
1050,16.67,mahoganii,A,Semi,Structural Framing
600,13.75,pinewood,A,Indoor,Roofing Components
407,2.16,lunumidella,B,Outdoor,Roofing Components
1050,3.0,mahoganii,A,Semi,Structural Framing
344,16.23,pinewood,C,Indoor,Roofing Components
600,23.04,pinewood,A,Indoor,Roofing Components
597,20.51,jak,C,Semi,Structural Framing
1802,14.11,kempas,C,Semi,Structural Framing
500,2.05,burutha,A,Semi,Door/window
535,7.03,pinewood,B,Indoor,Roofing Components
2000,10.44,kubuk,A,Outdoor,Structural Framing
250,25.4,mango,C,Indoor,Structural Framing
678,19.52,teak,C,Semi,Door/window
1048,3.88,kempas,B,Semi,Roofing Components
1671,1.73,thulan,C,Indoor,Structural Framing
1651,17.75,microo,B,Indoor,Structural Framing
764,15.24,microo,B,Indoor,Door/window
200,10.83,mango,A,Indoor,Door/window
895,1.75,kempas,C,Semi,Door/window
376,19.62,lunumidella,B,Indoor,Roofing Components
985,15.03,kempas,B,Semi,Roofing Components
600,12.85,pinewood,A,Indoor,Roofing Components
1174,1.82,thulan,B,Indoor,Door/window
314,21.95,lunumidella,C,Semi,Roofing Components
1050,8.69,mahoganii,A,Semi,Structural Framing
391,15.76,ginisapu,B,Indoor,Roofing Components
1500,7.68,kempas,A,Semi,Door/window
250,19.71,ginisapu,A,Indoor,Door/window
1271,10.15,kempas,B,Semi,Door/window
679,10.06,mahoganii,C,Semi,Structural Framing
500,24.56,pinewood,B,Indoor,Roofing Components
157,10.6,ginisapu,C,Indoor,Door/window
450,21.43,ginisapu,A,Indoor,Roofing Components
369,1.07,ginisapu,B,Indoor,Roofing Components
500,10.02,lunumidella,A,Outdoor,Roofing Components
309,2.21,mango,B,Indoor,Structural Framing
1053,14.34,kempas,B,Semi,Roofing Components
320,8.46,mango,B,Indoor,Structural Framing
850,4.82,jak,A,Semi,Door/window
1000,2.2,jak,A,Semi,Structural Framing
663,14.69,jak,B,Semi,Door/window
710,25.48,kempas,C,Semi,Roofing Components
825,4.95,mahoganii,B,Semi,Structural Framing
387,24.76,lunumidella,B,Indoor,Roofing Components
942,21.74,mahoganii,B,Semi,Structural Framing
1050,8.91,mahoganii,A,Semi,Structural Framing
1184,5.94,microo,C,Indoor,Structural Framing
778,10.63,kempas,C,Semi,Roofing Components
416,12.81,pinewood,C,Indoor,Roofing Components
738,17.69,teak,C,Semi,Structural Framing
1567,28.82,microo,B,Indoor,Structural Framing
985,1.42,teak,B,Semi,Door/window
617,1.87,mahoganii,B,Semi,Door/window
1200,14.93,kempas,A,Semi,Roofing Components
250,2.82,ginisapu,C,Indoor,Roofing Components
250,27.05,ginisapu,A,Indoor,Door/window
1295,26.51,kubuk,C,Outdoor,Structural Framing
400,27.67,mango,A,Indoor,Structural Framing
1200,13.38,kempas,A,Semi,Roofing Components
1389,23.85,kubuk,C,Outdoor,Structural Framing
773,16.55,kempas,C,Semi,Roofing Components
975,7.9,teak,B,Semi,Structural Framing
1500,15.23,thulan,A,Indoor,Door/window
737,19.93,teak,C,Semi,Door/window
116,20.76,mango,C,Indoor,Door/window
2000,11.03,kubuk,A,Outdoor,Structural Framing
988,20.61,thulan,C,Indoor,Door/window
1255,22.13,kubuk,C,Outdoor,Structural Framing
390,3.23,burutha,B,Semi,Door/window
922,2.12,teak,B,Semi,Door/window
376,19.82,burutha,B,Semi,Door/window
206,13.21,ginisapu,B,Indoor,Door/window
450,13.41,ginisapu,A,Indoor,Roofing Components
2800,4.38,kempas,A,Semi,Structural Framing
450,17.25,ginisapu,A,Indoor,Roofing Components
281,8.15,ginisapu,C,Indoor,Roofing Components
600,18.06,burutha,A,Semi,Structural Framing
1753,24.9,microo,B,Indoor,Structural Framing
162,2.67,ginisapu,C,Indoor,Door/window
3000,28.34,thulan,A,Indoor,Structural Framing
613,20.33,mahoganii,B,Semi,Door/window
952,22.18,teak,B,Semi,Door/window
250,24.66,ginisapu,A,Indoor,Door/window
500,11.07,lunumidella,A,Semi,Roofing Components
179,11.21,mango,B,Indoor,Door/window
166,9.36,mango,B,Indoor,Door/window
705,16.47,teak,C,Semi,Door/window
2000,19.87,kubuk,A,Outdoor,Structural Framing
500,26.83,lunumidella,A,Semi,Roofing Components
400,20.66,mango,A,Indoor,Structural Framing
326,18.06,lunumidella,C,Indoor,Roofing Components
941,2.35,kempas,C,Semi,Door/window
1799,17.86,kempas,C,Semi,Structural Framing
850,7.33,jak,A,Semi,Door/window
431,20.62,lunumidella,B,Outdoor,Roofing Components
416,27.2,lunumidella,B,Outdoor,Roofing Components
2544,26.45,thulan,B,Indoor,Structural Framing
917,16.39,teak,B,Semi,Door/window
672,8.28,jak,B,Semi,Door/window
413,11.18,lunumidella,B,Outdoor,Roofing Components
600,29.26,burutha,A,Semi,Structural Framing
1908,1.0,kempas,C,Semi,Structural Framing
248,22.15,mango,C,Indoor,Structural Framing
2000,7.21,microo,A,Indoor,Structural Framing
719,16.75,kempas,C,Semi,Roofing Components
3000,2.47,thulan,A,Indoor,Structural Framing
336,29.68,burutha,C,Semi,Door/window
735,13.41,kempas,C,Semi,Roofing Components
2606,20.58,thulan,B,Indoor,Structural Framing
750,25.43,mahoganii,A,Semi,Door/window
746,3.03,teak,C,Semi,Door/window
450,29.48,ginisapu,A,Indoor,Roofing Components
503,9.96,jak,C,Semi,Door/window
175,9.45,mango,B,Indoor,Door/window
907,16.21,thulan,C,Indoor,Door/window
500,22.8,burutha,A,Semi,Door/window
1073,16.06,kempas,B,Semi,Roofing Components
2211,9.36,kempas,B,Semi,Structural Framing
353,15.82,ginisapu,B,Indoor,Roofing Components
400,22.95,mango,A,Indoor,Structural Framing
300,5.15,ginisapu,C,Indoor,Roofing Components
850,22.43,jak,A,Semi,Door/window
2000,21.37,microo,A,Indoor,Structural Framing
500,4.39,lunumidella,A,Indoor,Roofing Components
1033,20.78,teak,B,Semi,Structural Framing
200,19.95,mango,A,Indoor,Door/window
250,1.51,ginisapu,A,Indoor,Door/window
275,24.39,lunumidella,C,Semi,Roofing Components
785,29.35,microo,B,Indoor,Door/window
317,11.69,lunumidella,C,Outdoor,Roofing Components
748,29.82,kempas,C,Semi,Roofing Components
977,6.33,kempas,C,Semi,Door/window
850,7.54,jak,A,Semi,Door/window
1050,9.48,mahoganii,A,Semi,Structural Framing
204,17.04,ginisapu,B,Indoor,Door/window
400,7.63,mango,A,Indoor,Structural Framing
196,25.98,ginisapu,B,Indoor,Door/window
1072,8.18,teak,B,Semi,Door/window
1656,18.13,kempas,C,Semi,Structural Framing
1004,27.08,kempas,B,Semi,Roofing Components
424,18.46,lunumidella,B,Indoor,Roofing Components
3000,8.1,thulan,A,Indoor,Structural Framing
339,8.94,lunumidella,C,Indoor,Roofing Components
351,2.83,pinewood,C,Indoor,Roofing Components
2000,10.54,kubuk,A,Outdoor,Structural Framing
680,15.29,kempas,C,Semi,Roofing Components
276,5.53,mango,C,Indoor,Structural Framing
848,1.58,microo,B,Indoor,Door/window
470,10.92,burutha,B,Semi,Structural Framing
1500,5.9,thulan,A,Indoor,Door/window
686,4.56,jak,B,Semi,Door/window
350,4.0,burutha,C,Semi,Structural Framing
734,13.78,kempas,C,Semi,Roofing Components
500,24.24,lunumidella,A,Outdoor,Roofing Components
2000,13.0,microo,A,Indoor,Structural Framing
193,10.89,ginisapu,B,Indoor,Door/window
371,12.72,ginisapu,B,Indoor,Roofing Components
400,26.59,mango,A,Indoor,Structural Framing
676,21.52,microo,C,Indoor,Door/window
600,11.14,burutha,A,Semi,Structural Framing
425,29.96,lunumidella,B,Indoor,Roofing Components
481,24.93,pinewood,B,Indoor,Roofing Components
448,1.47,lunumidella,B,Semi,Roofing Components
259,6.72,ginisapu,C,Indoor,Roofing Components
850,17.44,jak,A,Semi,Door/window
681,14.63,kempas,C,Semi,Roofing Components
1050,10.44,mahoganii,A,Semi,Structural Framing
3000,9.55,thulan,A,Indoor,Structural Framing
649,25.88,mahoganii,C,Semi,Structural Framing
1025,10.01,kempas,B,Semi,Roofing Components
1576,8.8,microo,B,Indoor,Structural Framing
1000,6.83,jak,A,Semi,Structural Framing
750,25.83,mahoganii,A,Semi,Door/window
346,2.2,lunumidella,C,Outdoor,Roofing Components
363,2.16,pinewood,C,Indoor,Roofing Components
585,3.49,jak,C,Semi,Door/window
686,10.5,teak,C,Semi,Door/window
663,4.06,mahoganii,C,Semi,Structural Framing
1138,20.55,thulan,B,Indoor,Door/window
1024,12.18,teak,B,Semi,Door/window
979,11.26,kempas,B,Semi,Roofing Components
450,20.78,ginisapu,A,Indoor,Roofing Components
952,12.11,thulan,C,Indoor,Door/window
574,23.97,mahoganii,B,Semi,Door/window
345,21.67,pinewood,C,Indoor,Roofing Components
399,6.43,ginisapu,B,Indoor,Roofing Components
346,13.11,lunumidella,C,Outdoor,Roofing Components
552,28.2,microo,C,Indoor,Door/window
1104,26.28,microo,C,Indoor,Structural Framing
165,22.14,mango,B,Indoor,Door/window
850,9.67,jak,A,Semi,Door/window
507,21.71,pinewood,B,Indoor,Roofing Components
1298,6.3,microo,C,Indoor,Structural Framing
505,25.25,burutha,B,Semi,Structural Framing
660,5.51,jak,C,Semi,Structural Framing
400,4.82,mango,A,Indoor,Structural Framing
349,7.22,mango,B,Indoor,Structural Framing
529,8.38,burutha,B,Semi,Structural Framing
1607,6.93,kempas,C,Semi,Structural Framing
600,12.95,pinewood,A,Indoor,Roofing Components
750,19.72,mahoganii,A,Semi,Door/window
734,14.48,kempas,C,Semi,Roofing Components
850,16.69,jak,A,Semi,Door/window
415,7.41,lunumidella,B,Indoor,Roofing Components
1032,26.98,teak,B,Semi,Door/window
1681,2.84,kempas,C,Semi,Structural Framing
2419,22.75,thulan,B,Indoor,Structural Framing
1060,11.28,teak,B,Semi,Door/window
289,9.99,lunumidella,C,Outdoor,Roofing Components
600,24.75,pinewood,A,Indoor,Roofing Components
250,21.78,ginisapu,A,Indoor,Door/window
517,13.71,pinewood,B,Indoor,Roofing Components
315,5.97,lunumidella,C,Outdoor,Roofing Components
500,24.44,burutha,A,Semi,Door/window
400,9.27,mango,A,Indoor,Structural Framing
410,11.08,lunumidella,B,Semi,Roofing Components
1763,3.26,microo,B,Indoor,Structural Framing
1576,20.47,kempas,C,Semi,Structural Framing
500,15.03,lunumidella,A,Indoor,Roofing Components
652,27.45,microo,C,Indoor,Door/window
981,5.86,thulan,C,Indoor,Door/window
339,24.72,lunumidella,C,Semi,Roofing Components
450,4.0,ginisapu,A,Indoor,Roofing Components
974,15.6,kempas,B,Semi,Roofing Components
435,22.17,burutha,B,Semi,Door/window
1200,16.55,teak,A,Semi,Door/window
596,1.5,jak,C,Semi,Structural Framing
450,20.89,ginisapu,A,Indoor,Roofing Components
250,27.76,ginisapu,A,Indoor,Door/window
801,9.53,mahoganii,B,Semi,Structural Framing
500,9.96,lunumidella,A,Indoor,Roofing Components
420,16.09,burutha,B,Semi,Door/window
385,22.9,ginisapu,B,Indoor,Roofing Components
1200,6.92,kempas,A,Semi,Roofing Components
200,9.91,mango,A,Indoor,Door/window
1858,9.66,thulan,C,Indoor,Structural Framing
1155,17.9,kempas,B,Semi,Door/window
294,4.23,burutha,C,Semi,Door/window
500,4.69,burutha,A,Semi,Door/window
400,16.56,mango,A,Indoor,Structural Framing
640,9.4,microo,C,Indoor,Door/window
756,21.43,kempas,C,Semi,Roofing Components
265,25.82,ginisapu,C,Indoor,Roofing Components
645,18.9,jak,B,Semi,Door/window
1200,16.54,kempas,A,Semi,Roofing Components
750,21.04,mahoganii,A,Semi,Door/window
500,27.19,lunumidella,A,Outdoor,Roofing Components
1218,15.75,microo,C,Indoor,Structural Framing
200,20.73,mango,A,Indoor,Door/window
334,5.68,mango,B,Indoor,Structural Framing
499,12.12,pinewood,B,Indoor,Roofing Components
237,12.14,mango,C,Indoor,Structural Framing
482,9.65,pinewood,B,Indoor,Roofing Components
600,29.95,pinewood,A,Indoor,Roofing Components
2372,29.87,thulan,B,Indoor,Structural Framing
349,26.14,lunumidella,C,Indoor,Roofing Components
305,29.89,ginisapu,C,Indoor,Roofing Components
600,21.38,pinewood,A,Indoor,Roofing Components
251,12.98,ginisapu,C,Indoor,Roofing Components
1000,5.1,microo,A,Indoor,Door/window
1665,9.31,kempas,C,Semi,Structural Framing
600,26.91,burutha,A,Semi,Structural Framing
665,15.69,teak,C,Semi,Structural Framing
762,28.96,teak,C,Semi,Door/window
750,28.54,mahoganii,A,Semi,Door/window
551,28.59,jak,C,Semi,Structural Framing
521,24.74,pinewood,B,Indoor,Roofing Components
331,15.77,pinewood,C,Indoor,Roofing Components
1050,3.12,mahoganii,A,Semi,Structural Framing
1809,22.22,kempas,C,Semi,Structural Framing
405,3.75,pinewood,C,Indoor,Roofing Components
2493,1.27,kempas,B,Semi,Structural Framing
314,16.53,lunumidella,C,Outdoor,Roofing Components
432,1.22,lunumidella,B,Indoor,Roofing Components
1201,11.29,kempas,B,Semi,Door/window
2000,17.68,kubuk,A,Outdoor,Structural Framing
444,6.11,lunumidella,B,Outdoor,Roofing Components
301,17.75,mango,B,Indoor,Structural Framing
600,17.71,pinewood,A,Indoor,Roofing Components
664,4.73,microo,C,Indoor,Door/window
674,16.07,jak,C,Semi,Structural Framing
483,6.2,jak,C,Semi,Door/window
972,19.42,kempas,B,Semi,Roofing Components
482,21.15,jak,C,Semi,Door/window
450,26.32,ginisapu,A,Indoor,Roofing Components
600,9.86,pinewood,A,Indoor,Roofing Components
415,22.19,burutha,C,Semi,Structural Framing
503,27.35,jak,C,Semi,Door/window
2431,15.61,kempas,B,Semi,Structural Framing
389,6.72,lunumidella,B,Indoor,Roofing Components
512,18.88,pinewood,B,Indoor,Roofing Components
1677,15.96,thulan,C,Indoor,Structural Framing
115,5.43,mango,C,Indoor,Door/window
568,18.09,jak,C,Semi,Structural Framing
701,1.37,teak,C,Semi,Structural Framing
536,4.01,jak,C,Semi,Door/window
413,4.73,burutha,C,Semi,Structural Framing
450,2.83,ginisapu,A,Indoor,Roofing Components
503,7.63,pinewood,B,Indoor,Roofing Components
1000,17.17,jak,A,Semi,Structural Framing
450,6.42,ginisapu,A,Indoor,Roofing Components
121,25.71,mango,C,Indoor,Door/window
1227,28.87,kubuk,C,Outdoor,Structural Framing
708,3.17,kempas,C,Semi,Roofing Components
383,18.74,lunumidella,B,Outdoor,Roofing Components
357,13.54,ginisapu,B,Indoor,Roofing Components
450,20.12,ginisapu,A,Indoor,Roofing Components
1564,4.36,kempas,C,Semi,Structural Framing
167,21.4,mango,B,Indoor,Door/window
1200,11.06,teak,A,Semi,Structural Framing
988,2.79,teak,B,Semi,Structural Framing
500,7.09,lunumidella,A,Semi,Roofing Components
541,27.32,jak,C,Semi,Door/window
1333,1.21,thulan,B,Indoor,Door/window
775,3.61,jak,B,Semi,Structural Framing
678,5.1,jak,C,Semi,Structural Framing
170,21.47,mango,B,Indoor,Door/window
333,7.13,pinewood,C,Indoor,Roofing Components
600,8.81,burutha,A,Semi,Structural Framing
768,4.77,teak,C,Semi,Door/window
1058,13.02,kempas,B,Semi,Roofing Components
400,28.4,mango,A,Indoor,Structural Framing
383,26.86,pinewood,C,Indoor,Roofing Components
843,27.99,thulan,C,Indoor,Door/window
1063,8.28,kempas,B,Semi,Roofing Components
2287,18.6,kempas,B,Semi,Structural Framing
250,27.97,ginisapu,A,Indoor,Door/window
903,9.43,teak,B,Semi,Door/window
2000,6.21,kubuk,A,Outdoor,Structural Framing
928,18.89,thulan,C,Indoor,Door/window
411,7.14,pinewood,C,Indoor,Roofing Components
600,22.64,pinewood,A,Indoor,Roofing Components
1200,20.38,kempas,A,Semi,Roofing Components
1500,17.44,thulan,A,Indoor,Door/window
714,5.7,jak,B,Semi,Door/window
331,24.93,lunumidella,C,Outdoor,Roofing Components
420,24.6,mahoganii,C,Semi,Door/window
754,11.14,kempas,C,Semi,Roofing Components
1843,26.88,kempas,C,Semi,Structural Framing
812,22.5,teak,C,Semi,Structural Framing
1200,1.65,kempas,A,Semi,Roofing Components
1000,1.32,jak,A,Semi,Structural Framing
1050,18.63,mahoganii,A,Semi,Structural Framing
500,23.38,burutha,A,Semi,Door/window
850,3.23,jak,A,Semi,Door/window
151,5.01,ginisapu,C,Indoor,Door/window
1500,3.32,thulan,A,Indoor,Door/window
518,10.52,burutha,B,Semi,Structural Framing
199,23.07,ginisapu,B,Indoor,Door/window
160,8.28,mango,B,Indoor,Door/window
600,6.09,pinewood,A,Indoor,Roofing Components
334,3.17,lunumidella,C,Outdoor,Roofing Components
348,27.45,lunumidella,C,Outdoor,Roofing Components
750,16.11,mahoganii,A,Semi,Door/window
486,20.75,pinewood,B,Indoor,Roofing Components
500,22.68,burutha,A,Semi,Door/window
892,3.37,jak,B,Semi,Structural Framing
614,22.05,mahoganii,B,Semi,Door/window
727,26.21,jak,B,Semi,Door/window
755,25.07,jak,B,Semi,Door/window
1200,15.36,kempas,A,Semi,Roofing Components
801,5.54,teak,C,Semi,Structural Framing
752,29.75,microo,B,Indoor,Door/window
499,29.55,pinewood,B,Indoor,Roofing Components
368,10.85,ginisapu,B,Indoor,Roofing Components
2044,8.07,thulan,C,Indoor,Structural Framing
1200,18.91,teak,A,Semi,Structural Framing
681,10.71,kempas,C,Semi,Roofing Components
351,2.86,ginisapu,B,Indoor,Roofing Components
417,1.72,lunumidella,B,Indoor,Roofing Components
927,10.96,teak,B,Semi,Structural Framing
1200,25.62,kempas,A,Semi,Roofing Components
468,7.36,pinewood,B,Indoor,Roofing Components
1521,11.14,microo,B,Indoor,Structural Framing
1500,19.85,thulan,A,Indoor,Door/window
1128,6.37,thulan,B,Indoor,Door/window
1050,20.9,mahoganii,A,Semi,Structural Framing
510,22.53,pinewood,B,Indoor,Roofing Components
1200,19.56,kempas,A,Semi,Roofing Components
373,10.73,burutha,C,Semi,Structural Framing
250,24.06,ginisapu,A,Indoor,Door/window
537,11.65,pinewood,B,Indoor,Roofing Components
942,26.93,kempas,C,Semi,Door/window
480,27.46,jak,C,Semi,Door/window
