WallSize_sqft,PricePerSqft_LKR,Location,PaintBrand,PaintGrade
342,63,indoor,Robbialac,Premium
578,84,outdoor,Multilac Weather Guard,Standard
483,80,outdoor,Nippolac Weatherproof,Standard
319,62,indoor,Nippon,Premium
248,52,indoor,Nippon,Standard
521,119,floor,Nippon Floor Paint,Premium
351,53,wood,Nippolac Water Based,Economy
403,72,floor,Nippon Epoxy,Economy
492,51,wood,Robbialac Water Base,Economy
277,53,indoor,Multilac,Standard
308,92,outdoor,Nippon Flex 100,Premium
542,70,outdoor,Causeway SmartCare Aqua Safe,Economy
109,79,outdoor,Nippon Flex 100,Standard
217,97,floor,Dulux QD Floor Paints,Standard
311,120,floor,Nippon Floor Paint,Premium
316,75,outdoor,Nippon Flex 100,Economy
272,51,indoor,Nippon,Standard
156,59,indoor,JAT,Standard
86,102,floor,Nippon Epoxy,Premium
309,53,indoor,Asian Paints Causeway,Standard
478,80,wood,Robbialac Water Base,Premium
289,64,indoor,Nippon,Premium
432,82,outdoor,Dulux Superkote,Standard
512,50,wood,Nippolac Water Based,Economy
270,112,floor,Nippon Floor Wax Polish,Premium
412,116,floor,Lankem Robbialac,Premium
280,67,wood,Robbialac Water Base,Standard
