boq_text,machinery,vehicles,skilled,unskilled,labour_roles
"Item_62 Synthetic entry qty:325.164475 bag vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,21,14,Driver_unskilled;Tiler_skilled;Painter_skilled;Labourer_unskilled
Item_63 Synthetic entry qty:245.071793 kg vehicles:Trailer labor:Unskilled,Trailer,Trailer,10,45,Labourer_unskilled;Carpenter_skilled;Painter_skilled
"Item_64 Synthetic entry qty:393.718453 m3 vehicles:None labor:Skilled,Semi-skilled",,,10,42,Welder_skilled;Carpenter_skilled;ConcreteWorker_skilled
Item_65 Synthetic entry qty:328.607229 kg vehicles:Large Truck labor:Professional,Large Truck,Large Truck,6,13,Labourer_unskilled;Driver_unskilled
"Item_66 Synthetic entry qty:443.359929 kg vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,19,36,ConcreteWorker_skilled
"Item_67 Synthetic entry qty:389.530642 m3 vehicles:None labor:Skilled,Professional",,,8,31,Painter_skilled;Labourer_unskilled;Tiler_skilled;ConcreteWorker_skilled
Item_68 Synthetic entry qty:410.373292 pieces vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,15,11,Driver_unskilled
Item_69 Synthetic entry qty:270.666688 bag vehicles:Large Truck labor:Professional,Large Truck,Large Truck,8,11,Driver_unskilled;Painter_skilled;Carpenter_skilled
"Item_70 Synthetic entry qty:394.500067 units vehicles:Loader,Mixer labor:Skilled,Professional",Loader;Mixer,Loader;Mixer,18,31,ConcreteWorker_skilled;Mason_skilled;Painter_skilled
Item_71 Synthetic entry qty:190.988695 pieces vehicles:Large Truck labor:Professional,Large Truck,Large Truck,5,34,Labourer_unskilled;Carpenter_skilled;Driver_unskilled
Item_72 Synthetic entry qty:381.496081 m3 vehicles:Excavator labor:Skilled,Excavator,Excavator,18,12,Mason_skilled;Painter_skilled;Tiler_skilled
"Item_73 Synthetic entry qty:130.908775 bag vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,7,26,Tiler_skilled;Welder_skilled;ConcreteWorker_skilled;Labourer_unskilled
"Item_74 Synthetic entry qty:195.247587 bag vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,19,36,Driver_unskilled;Carpenter_skilled;ConcreteWorker_skilled;Tiler_skilled
Item_75 Synthetic entry qty:313.904152 units vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,14,19,Carpenter_skilled
"Item_76 Synthetic entry qty:381.385008 pieces vehicles:Crane,Trailer labor:Skilled,Unskilled",Crane;Trailer,Crane;Trailer,15,26,Mason_skilled
"Item_77 Synthetic entry qty:71.78883 kg vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,19,24,Labourer_unskilled;Tiler_skilled
Item_78 Synthetic entry qty:48.774832 pieces vehicles:None labor:Skilled,,,26,11,Mason_skilled;Labourer_unskilled;Painter_skilled
Item_79 Synthetic entry qty:174.906789 pieces vehicles:None labor:Skilled,,,13,31,Labourer_unskilled;Tiler_skilled;Painter_skilled
Item_80 Synthetic entry qty:235.667776 bag vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,16,42,Tiler_skilled;ConcreteWorker_skilled;Labourer_unskilled;Driver_unskilled
"Item_81 Synthetic entry qty:333.271256 units vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,17,32,ConcreteWorker_skilled;Painter_skilled
"Item_82 Synthetic entry qty:42.747582 units vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,12,40,Carpenter_skilled;Painter_skilled
"Item_83 Synthetic entry qty:91.03416 m3 vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,27,32,Mason_skilled;Welder_skilled
"Item_84 Synthetic entry qty:364.428036 m3 vehicles:Crane labor:Skilled,Semi-skilled",Crane,Crane,19,48,Painter_skilled;Driver_unskilled;Mason_skilled;Carpenter_skilled
"Item_85 Synthetic entry qty:96.602648 kg vehicles:None labor:Skilled,Semi-skilled",,,29,44,Carpenter_skilled
"Item_86 Synthetic entry qty:272.039845 units vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,12,10,ConcreteWorker_skilled
"Item_87 Synthetic entry qty:470.54368 bag vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,8,19,Driver_unskilled
Item_88 Synthetic entry qty:340.019106 bag vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,30,14,Tiler_skilled
"Item_89 Synthetic entry qty:107.590428 pieces vehicles:Crane labor:Skilled,Professional",Crane,Crane,11,9,Painter_skilled;Welder_skilled
"Item_90 Synthetic entry qty:34.871683 kg vehicles:None labor:Skilled,Unskilled",,,9,11,Driver_unskilled;Carpenter_skilled
"Item_91 Synthetic entry qty:261.200901 units vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,6,24,Carpenter_skilled;Driver_unskilled
"Item_92 Synthetic entry qty:102.42112 m3 vehicles:Crane labor:Skilled,Semi-skilled",Crane,Crane,9,14,Driver_unskilled;Carpenter_skilled
Item_93 Synthetic entry qty:247.421158 units vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,6,37,ConcreteWorker_skilled
"Item_94 Synthetic entry qty:487.081433 bag vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,21,47,Tiler_skilled
"Item_95 Synthetic entry qty:108.952514 kg vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,22,41,Welder_skilled;Labourer_unskilled;Carpenter_skilled
Item_96 Synthetic entry qty:396.24259 kg vehicles:Trailer labor:Professional,Trailer,Trailer,21,25,Mason_skilled
"Item_97 Synthetic entry qty:436.795394 kg vehicles:None labor:Unskilled,Semi-skilled",,,7,21,ConcreteWorker_skilled;Welder_skilled
"Item_98 Synthetic entry qty:370.501929 pieces vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,14,10,Mason_skilled;Labourer_unskilled;Painter_skilled
"Item_99 Synthetic entry qty:179.616378 m3 vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,17,17,Labourer_unskilled;Painter_skilled;Carpenter_skilled
"Item_100 Synthetic entry qty:24.048393 m3 vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,11,41,Mason_skilled;Welder_skilled;Carpenter_skilled
Item_101 Synthetic entry qty:327.466625 units vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,22,9,Welder_skilled;Tiler_skilled
"Item_102 Synthetic entry qty:156.205562 bag vehicles:Crane labor:Skilled,Semi-skilled",Crane,Crane,17,26,Driver_unskilled;Painter_skilled;Mason_skilled;Welder_skilled
"Item_103 Synthetic entry qty:117.176858 m3 vehicles:Trailer labor:Skilled,Semi-skilled",Trailer,Trailer,21,25,Tiler_skilled
"Item_104 Synthetic entry qty:357.364547 units vehicles:None labor:Skilled,Professional",,,22,13,Painter_skilled;Mason_skilled;Driver_unskilled;Tiler_skilled
"Item_105 Synthetic entry qty:209.523471 bag vehicles:None labor:Skilled,Professional",,,24,25,Labourer_unskilled;ConcreteWorker_skilled;Driver_unskilled
Item_106 Synthetic entry qty:230.252062 pieces vehicles:Excavator labor:Professional,Excavator,Excavator,21,7,Tiler_skilled;Mason_skilled
Item_107 Synthetic entry qty:77.14094 pieces vehicles:Crane labor:Professional,Crane,Crane,17,46,Mason_skilled;Tiler_skilled;Carpenter_skilled;Painter_skilled
"Item_108 Synthetic entry qty:319.182821 units vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,23,6,Painter_skilled;ConcreteWorker_skilled;Mason_skilled;Tiler_skilled
Item_109 Synthetic entry qty:201.878757 units vehicles:None labor:Unskilled,,,8,9,Driver_unskilled;Labourer_unskilled;Mason_skilled
"Item_110 Synthetic entry qty:239.484907 bag vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,22,37,Driver_unskilled
"Item_111 Synthetic entry qty:386.576873 bag vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,16,23,Driver_unskilled;Mason_skilled;Labourer_unskilled;Welder_skilled
Item_112 Synthetic entry qty:199.386168 kg vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,10,49,ConcreteWorker_skilled
"Item_113 Synthetic entry qty:428.11852 bag vehicles:Loader,Mixer labor:Unskilled,Semi-skilled",Loader;Mixer,Loader;Mixer,21,8,Carpenter_skilled;Labourer_unskilled
"Item_114 Synthetic entry qty:203.139544 bag vehicles:None labor:Skilled,Professional",,,25,34,Labourer_unskilled;Carpenter_skilled
Item_115 Synthetic entry qty:201.265697 bag vehicles:Large Truck labor:Professional,Large Truck,Large Truck,10,10,ConcreteWorker_skilled
"Item_116 Synthetic entry qty:283.348023 m3 vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,13,43,Driver_unskilled;Painter_skilled;Carpenter_skilled
"Item_117 Synthetic entry qty:211.751504 bag vehicles:None labor:Skilled,Unskilled",,,23,27,Carpenter_skilled;Painter_skilled;Mason_skilled;ConcreteWorker_skilled
"Item_118 Synthetic entry qty:251.624102 bag vehicles:Crane,Trailer labor:Skilled,Unskilled",Crane;Trailer,Crane;Trailer,23,49,ConcreteWorker_skilled;Painter_skilled;Tiler_skilled
Item_119 Synthetic entry qty:157.378094 bag vehicles:None labor:Semi-skilled,,,11,12,Welder_skilled;ConcreteWorker_skilled;Painter_skilled;Tiler_skilled
"Item_120 Synthetic entry qty:118.464237 units vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,18,26,Carpenter_skilled;Tiler_skilled
"Item_121 Synthetic entry qty:76.017785 kg vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,7,15,Painter_skilled;Tiler_skilled;Mason_skilled;Driver_unskilled
Item_122 Synthetic entry qty:318.601215 bag vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,13,7,Mason_skilled
"Item_123 Synthetic entry qty:298.708757 m3 vehicles:Trailer labor:Unskilled,Semi-skilled",Trailer,Trailer,16,45,Carpenter_skilled
"Item_124 Synthetic entry qty:228.608478 units vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,24,21,Carpenter_skilled;Mason_skilled
Item_125 Synthetic entry qty:69.668181 units vehicles:Crane labor:Unskilled,Crane,Crane,18,20,Welder_skilled;Driver_unskilled;Carpenter_skilled
"Item_126 Synthetic entry qty:348.890294 bag vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,27,38,Welder_skilled;Tiler_skilled;ConcreteWorker_skilled;Painter_skilled
"Item_127 Synthetic entry qty:462.90703 pieces vehicles:Trailer labor:Unskilled,Semi-skilled",Trailer,Trailer,22,47,Carpenter_skilled
Item_128 Synthetic entry qty:138.694126 units vehicles:Trailer labor:Unskilled,Trailer,Trailer,13,49,Welder_skilled;ConcreteWorker_skilled
"Item_129 Synthetic entry qty:111.076639 bag vehicles:Crane,Trailer labor:Skilled,Unskilled",Crane;Trailer,Crane;Trailer,20,23,Welder_skilled;ConcreteWorker_skilled;Mason_skilled
Item_130 Synthetic entry qty:357.821091 m3 vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,22,12,Welder_skilled;Carpenter_skilled;Labourer_unskilled;Tiler_skilled
Item_131 Synthetic entry qty:380.075769 m3 vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,15,7,Carpenter_skilled;Welder_skilled
Item_132 Synthetic entry qty:304.812268 kg vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,18,45,ConcreteWorker_skilled
Item_133 Synthetic entry qty:260.227799 m3 vehicles:None labor:Unskilled,,,16,32,Carpenter_skilled;Mason_skilled
"Item_134 Synthetic entry qty:271.92318 units vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,13,45,Painter_skilled;Tiler_skilled;Carpenter_skilled;Labourer_unskilled
"Item_135 Synthetic entry qty:282.464726 pieces vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,25,41,Carpenter_skilled;Painter_skilled;Labourer_unskilled;Welder_skilled
Item_136 Synthetic entry qty:138.200462 m3 vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,11,16,Tiler_skilled;ConcreteWorker_skilled;Driver_unskilled
"Item_137 Synthetic entry qty:116.480395 units vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,16,38,Mason_skilled
Item_138 Synthetic entry qty:113.05318 kg vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,16,7,Painter_skilled;Tiler_skilled
"Item_139 Synthetic entry qty:51.720072 kg vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,24,19,Labourer_unskilled;ConcreteWorker_skilled;Driver_unskilled;Mason_skilled
"Item_140 Synthetic entry qty:208.730184 m3 vehicles:Loader,Mixer labor:Unskilled",Loader;Mixer,Loader;Mixer,23,48,Mason_skilled;ConcreteWorker_skilled;Tiler_skilled;Welder_skilled
"Item_141 Synthetic entry qty:324.793851 pieces vehicles:Loader,Mixer labor:Skilled,Semi-skilled",Loader;Mixer,Loader;Mixer,13,23,Tiler_skilled
Item_142 Synthetic entry qty:421.654667 kg vehicles:Excavator labor:Professional,Excavator,Excavator,19,42,Labourer_unskilled
"Item_143 Synthetic entry qty:229.639631 kg vehicles:None labor:Unskilled,Semi-skilled",,,18,11,Mason_skilled;Tiler_skilled;Carpenter_skilled;ConcreteWorker_skilled
Item_144 Synthetic entry qty:173.067346 m3 vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,10,47,Carpenter_skilled
Item_145 Synthetic entry qty:378.856988 m3 vehicles:Trailer labor:Skilled,Trailer,Trailer,11,42,ConcreteWorker_skilled;Labourer_unskilled
"Item_146 Synthetic entry qty:358.871017 pieces vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,15,26,Carpenter_skilled;Tiler_skilled;Driver_unskilled
"Item_147 Synthetic entry qty:331.456133 kg vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,22,49,Driver_unskilled;Painter_skilled
"Item_148 Synthetic entry qty:121.315213 pieces vehicles:None labor:Skilled,Semi-skilled",,,15,15,Mason_skilled
Item_149 Synthetic entry qty:411.528714 m3 vehicles:Crane labor:Skilled,Crane,Crane,26,16,Driver_unskilled;Welder_skilled
Item_150 Synthetic entry qty:474.213841 pieces vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,14,28,Welder_skilled
"Item_151 Synthetic entry qty:431.896873 bag vehicles:Trailer labor:Skilled,Semi-skilled",Trailer,Trailer,15,45,Painter_skilled;Tiler_skilled
"Item_152 Synthetic entry qty:321.640785 m3 vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,25,44,Driver_unskilled;Labourer_unskilled;Mason_skilled;Painter_skilled
"Item_153 Synthetic entry qty:462.490753 units vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,12,6,Welder_skilled
Item_154 Synthetic entry qty:138.650839 units vehicles:Trailer labor:Unskilled,Trailer,Trailer,22,16,Welder_skilled
Item_155 Synthetic entry qty:135.043275 units vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,11,21,ConcreteWorker_skilled;Carpenter_skilled
"Item_156 Synthetic entry qty:85.111334 m3 vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,25,45,Mason_skilled;Painter_skilled;Welder_skilled;ConcreteWorker_skilled
"Item_157 Synthetic entry qty:153.847052 pieces vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,26,11,Mason_skilled;ConcreteWorker_skilled;Carpenter_skilled;Tiler_skilled
"Item_158 Synthetic entry qty:423.524888 kg vehicles:Loader,Mixer labor:Skilled,Semi-skilled",Loader;Mixer,Loader;Mixer,14,14,Driver_unskilled;Mason_skilled
"Item_159 Synthetic entry qty:191.261124 bag vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,15,47,Mason_skilled;Labourer_unskilled;Tiler_skilled
"Item_160 Synthetic entry qty:236.297346 m3 vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,17,34,Mason_skilled;Driver_unskilled;Welder_skilled
Item_161 Synthetic entry qty:92.869949 pieces vehicles:None labor:Semi-skilled,,,8,7,Mason_skilled;ConcreteWorker_skilled;Labourer_unskilled;Driver_unskilled
Item_162 Synthetic entry qty:150.414387 pieces vehicles:Trailer labor:Unskilled,Trailer,Trailer,20,48,ConcreteWorker_skilled;Carpenter_skilled;Driver_unskilled
"Item_163 Synthetic entry qty:342.591942 pieces vehicles:Crane labor:Skilled,Semi-skilled",Crane,Crane,15,48,ConcreteWorker_skilled;Driver_unskilled;Mason_skilled;Labourer_unskilled
Item_164 Synthetic entry qty:456.634257 units vehicles:Excavator labor:Skilled,Excavator,Excavator,3,6,Tiler_skilled;ConcreteWorker_skilled;Welder_skilled;Mason_skilled
"Item_165 Synthetic entry qty:281.67115 pieces vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,27,17,ConcreteWorker_skilled;Mason_skilled;Carpenter_skilled;Driver_unskilled
"Item_166 Synthetic entry qty:133.414184 kg vehicles:None labor:Unskilled,Semi-skilled",,,16,25,ConcreteWorker_skilled;Tiler_skilled;Painter_skilled;Labourer_unskilled
"Item_167 Synthetic entry qty:337.774629 kg vehicles:None labor:Skilled,Semi-skilled",,,18,24,Labourer_unskilled;Welder_skilled
Item_168 Synthetic entry qty:316.750391 pieces vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,7,17,Carpenter_skilled;Painter_skilled
"Item_169 Synthetic entry qty:331.471589 pieces vehicles:Crane labor:Skilled,Semi-skilled",Crane,Crane,19,12,Driver_unskilled;Labourer_unskilled
"Item_170 Synthetic entry qty:197.450797 kg vehicles:Trailer labor:Skilled,Semi-skilled",Trailer,Trailer,9,43,Labourer_unskilled;ConcreteWorker_skilled;Mason_skilled;Welder_skilled
"Item_171 Synthetic entry qty:158.993003 m3 vehicles:Excavator labor:Skilled,Unskilled",Excavator,Excavator,5,26,Labourer_unskilled;Driver_unskilled;Welder_skilled;Tiler_skilled
"Item_172 Synthetic entry qty:65.399549 bag vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,4,47,Driver_unskilled
Item_173 Synthetic entry qty:202.125024 pieces vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,7,44,Mason_skilled;Driver_unskilled;ConcreteWorker_skilled
"Item_174 Synthetic entry qty:460.571549 m3 vehicles:Loader,Mixer labor:Skilled,Professional",Loader;Mixer,Loader;Mixer,8,5,Painter_skilled;ConcreteWorker_skilled;Mason_skilled;Welder_skilled
Item_175 Synthetic entry qty:235.630633 pieces vehicles:Excavator labor:Skilled,Excavator,Excavator,10,36,Mason_skilled;Labourer_unskilled;Driver_unskilled;Painter_skilled
Item_176 Synthetic entry qty:386.073373 pieces vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,18,42,Tiler_skilled
Item_177 Synthetic entry qty:164.214835 bag vehicles:Large Truck labor:Professional,Large Truck,Large Truck,21,7,Tiler_skilled;Driver_unskilled;Painter_skilled;Welder_skilled
"Item_178 Synthetic entry qty:224.309052 m3 vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,10,37,Mason_skilled;Painter_skilled;Welder_skilled;Labourer_unskilled
"Item_179 Synthetic entry qty:452.569717 kg vehicles:None labor:Unskilled,Semi-skilled",,,22,24,ConcreteWorker_skilled
"Item_180 Synthetic entry qty:399.850417 units vehicles:Loader,Mixer labor:Skilled,Semi-skilled",Loader;Mixer,Loader;Mixer,13,6,Welder_skilled;Tiler_skilled;Driver_unskilled;ConcreteWorker_skilled
"Item_181 Synthetic entry qty:374.481087 m3 vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,21,48,ConcreteWorker_skilled;Driver_unskilled
"Item_182 Synthetic entry qty:395.25398 units vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,19,19,Painter_skilled;ConcreteWorker_skilled;Driver_unskilled
"Item_183 Synthetic entry qty:219.395403 pieces vehicles:Crane labor:Unskilled,Semi-skilled",Crane,Crane,9,30,Mason_skilled;ConcreteWorker_skilled;Carpenter_skilled;Labourer_unskilled
Item_184 Synthetic entry qty:478.636974 m3 vehicles:None labor:Skilled,,,13,45,Carpenter_skilled;Labourer_unskilled
Item_185 Synthetic entry qty:360.353236 kg vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,15,11,Mason_skilled;Carpenter_skilled;ConcreteWorker_skilled
Item_186 Synthetic entry qty:187.651308 m3 vehicles:Trailer labor:Professional,Trailer,Trailer,21,17,Carpenter_skilled;Driver_unskilled
Item_187 Synthetic entry qty:89.677131 bag vehicles:None labor:Semi-skilled,,,12,37,ConcreteWorker_skilled
"Item_188 Synthetic entry qty:275.352931 pieces vehicles:Crane labor:Unskilled,Semi-skilled",Crane,Crane,15,15,Mason_skilled;Labourer_unskilled
"Item_189 Synthetic entry qty:462.838248 kg vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,7,34,Painter_skilled;Driver_unskilled
